floor,process,trade,remaining_quantity,productivity,task_status,trade_status,day_number
1,Pipes in the wall,Plumbing,0,37,completed,available,50
1,Wall tiling,Tiling,290,27,pending,busy,50
1,Electric conduits in the floor,Electricity,0,51,completed,available,51
1,Electric conduits in the wall,Electricity,0,41,completed,available,51
1,Floor tiling,Tiling,0,62,completed,busy,51
1,Gravel base layer,Gravel,0,34,completed,available,51
1,Partition phase 1,Partition,0,55,completed,busy,51
1,Partition phase 2,Partition,0,51,completed,busy,51
1,Partition phase 3,Partition,0,32,completed,busy,51
1,Pipes in the floor,Plumbing,0,69,completed,available,51
1,Pipes in the wall,Plumbing,0,37,completed,available,51
1,Wall tiling,Tiling,290,27,pending,busy,51
1,Electric conduits in the floor,Electricity,0,51,completed,busy,52
1,Electric conduits in the wall,Electricity,0,41,completed,busy,52
1,Floor tiling,Tiling,0,62,completed,busy,52
1,Gravel base layer,Gravel,0,34,completed,available,52
1,Partition phase 1,Partition,0,55,completed,busy,52
1,Partition phase 2,Partition,0,51,completed,busy,52
1,Partition phase 3,Partition,0,32,completed,busy,52
1,Pipes in the floor,Plumbing,0,69,completed,available,52
1,Pipes in the wall,Plumbing,0,37,completed,available,52
1,Wall tiling,Tiling,290,27,pending,busy,52
1,Electric conduits in the floor,Electricity,0,51,completed,busy,53
1,Electric conduits in the wall,Electricity,0,41,completed,busy,53
1,Floor tiling,Tiling,0,62,completed,busy,53
1,Gravel base layer,Gravel,0,34,completed,available,53
1,Partition phase 1,Partition,0,55,completed,busy,53
1,Partition phase 2,Partition,0,51,completed,busy,53
1,Partition phase 3,Partition,0,32,completed,busy,53
1,Pipes in the floor,Plumbing,0,69,completed,available,53
1,Pipes in the wall,Plumbing,0,37,completed,available,53
1,Wall tiling,Tiling,290,27,pending,busy,53
1,Electric conduits in the floor,Electricity,0,51,completed,busy,54
1,Electric conduits in the wall,Electricity,0,41,completed,busy,54
1,Floor tiling,Tiling,0,62,completed,busy,54
1,Gravel base layer,Gravel,0,34,completed,available,54
1,Partition phase 1,Partition,0,55,completed,busy,54
1,Partition phase 2,Partition,0,51,completed,busy,54
1,Partition phase 3,Partition,0,32,completed,busy,54
1,Pipes in the floor,Plumbing,0,69,completed,available,54
1,Pipes in the wall,Plumbing,0,37,completed,available,54
1,Wall tiling,Tiling,290,27,pending,busy,54
1,Electric conduits in the floor,Electricity,0,51,completed,busy,55
1,Electric conduits in the wall,Electricity,0,41,completed,busy,55
1,Floor tiling,Tiling,0,62,completed,busy,55
1,Gravel base layer,Gravel,0,34,completed,available,55
1,Partition phase 1,Partition,0,55,completed,busy,55
1,Partition phase 2,Partition,0,51,completed,busy,55
1,Partition phase 3,Partition,0,32,completed,busy,55
1,Pipes in the floor,Plumbing,0,69,completed,available,55
1,Pipes in the wall,Plumbing,0,37,completed,available,55
1,Wall tiling,Tiling,290,27,pending,busy,55
1,Electric conduits in the floor,Electricity,0,51,completed,busy,56
1,Electric conduits in the wall,Electricity,0,41,completed,busy,56
1,Floor tiling,Tiling,0,62,completed,busy,56
1,Gravel base layer,Gravel,0,34,completed,available,56
1,Partition phase 1,Partition,0,55,completed,busy,56
1,Partition phase 2,Partition,0,51,completed,busy,56
1,Partition phase 3,Partition,0,32,completed,busy,56
1,Pipes in the floor,Plumbing,0,69,completed,available,56
1,Pipes in the wall,Plumbing,0,37,completed,available,56
2,Partition phase 1,Partition,640,55,in_progress,busy,17
1,Electric conduits in the floor,Electricity,0,51,completed,busy,57
1,Electric conduits in the wall,Electricity,0,41,completed,busy,57
1,Floor tiling,Tiling,0,62,completed,busy,57
1,Gravel base layer,Gravel,0,34,completed,available,57
1,Partition phase 1,Partition,0,55,completed,busy,57
1,Partition phase 2,Partition,0,51,completed,busy,57
1,Partition phase 3,Partition,0,32,completed,busy,57
1,Pipes in the floor,Plumbing,0,69,completed,available,57
1,Pipes in the wall,Plumbing,0,37,completed,available,57
3,Electric conduits in the floor,Electricity,29,51,in_progress,busy,17
1,Electric conduits in the floor,Electricity,0,51,completed,busy,58
1,Electric conduits in the wall,Electricity,0,41,completed,busy,58
1,Floor tiling,Tiling,0,62,completed,busy,58
1,Gravel base layer,Gravel,0,34,completed,available,58
1,Partition phase 1,Partition,0,55,completed,busy,58
1,Partition phase 2,Partition,0,51,completed,busy,58
1,Partition phase 3,Partition,0,32,completed,busy,58
1,Pipes in the floor,Plumbing,0,69,completed,available,58
1,Pipes in the wall,Plumbing,0,37,completed,available,58
4,Gravel base layer,Gravel,136,34,in_progress,busy,17
1,Electric conduits in the floor,Electricity,0,51,completed,busy,59
1,Electric conduits in the wall,Electricity,0,41,completed,busy,59
1,Floor tiling,Tiling,0,62,completed,busy,59
1,Gravel base layer,Gravel,0,34,completed,available,59
1,Partition phase 1,Partition,0,55,completed,busy,59
1,Partition phase 2,Partition,0,51,completed,busy,59
1,Partition phase 3,Partition,0,32,completed,busy,59
1,Pipes in the floor,Plumbing,0,69,completed,available,59
1,Pipes in the wall,Plumbing,0,37,completed,available,59
1,Floor tiling,Tiling,100,62,in_progress,busy,18
1,Electric conduits in the floor,Electricity,0,51,completed,busy,60
1,Electric conduits in the wall,Electricity,0,41,completed,busy,60
1,Floor tiling,Tiling,0,62,completed,busy,60
1,Gravel base layer,Gravel,0,34,completed,available,60
1,Partition phase 1,Partition,0,55,completed,busy,60
1,Partition phase 2,Partition,0,51,completed,busy,60
1,Partition phase 3,Partition,0,32,completed,busy,60
1,Pipes in the floor,Plumbing,0,69,completed,available,60
1,Pipes in the wall,Plumbing,0,37,completed,available,60
1,Pipes in the wall,Plumbing,79,37,in_progress,busy,18
1,Electric conduits in the floor,Electricity,0,51,completed,busy,61
1,Electric conduits in the wall,Electricity,0,41,completed,busy,61
1,Floor tiling,Tiling,0,62,completed,busy,61
1,Gravel base layer,Gravel,0,34,completed,available,61
1,Partition phase 1,Partition,0,55,completed,busy,61
1,Partition phase 2,Partition,0,51,completed,busy,61
1,Partition phase 3,Partition,0,32,completed,busy,61
1,Pipes in the floor,Plumbing,0,69,completed,available,61
1,Pipes in the wall,Plumbing,0,37,completed,available,61
2,Partition phase 1,Partition,585,55,in_progress,busy,18
1,Electric conduits in the floor,Electricity,0,51,completed,available,62
1,Electric conduits in the wall,Electricity,0,41,completed,available,62
1,Floor tiling,Tiling,0,62,completed,busy,62
1,Gravel base layer,Gravel,0,34,completed,available,62
1,Partition phase 1,Partition,0,55,completed,busy,62
1,Partition phase 2,Partition,0,51,completed,busy,62
1,Partition phase 3,Partition,0,32,completed,busy,62
1,Pipes in the floor,Plumbing,0,69,completed,available,62
1,Pipes in the wall,Plumbing,0,37,completed,available,62
4,Gravel base layer,Gravel,102,34,in_progress,busy,18
1,Electric conduits in the floor,Electricity,0,51,completed,available,63
1,Electric conduits in the wall,Electricity,0,41,completed,available,63
1,Floor tiling,Tiling,0,62,completed,busy,63
1,Gravel base layer,Gravel,0,34,completed,available,63
1,Partition phase 1,Partition,0,55,completed,busy,63
1,Partition phase 2,Partition,0,51,completed,busy,63
1,Partition phase 3,Partition,0,32,completed,busy,63
1,Pipes in the floor,Plumbing,0,69,completed,available,63
1,Pipes in the wall,Plumbing,0,37,completed,available,63
1,Floor tiling,Tiling,38,62,in_progress,busy,19
1,Electric conduits in the floor,Electricity,0,51,completed,available,64
1,Electric conduits in the wall,Electricity,0,41,completed,available,64
1,Floor tiling,Tiling,0,62,completed,busy,64
1,Gravel base layer,Gravel,0,34,completed,available,64
1,Partition phase 1,Partition,0,55,completed,busy,64
1,Partition phase 2,Partition,0,51,completed,busy,64
1,Partition phase 3,Partition,0,32,completed,busy,64
1,Pipes in the floor,Plumbing,0,69,completed,available,64
1,Pipes in the wall,Plumbing,0,37,completed,available,64
1,Pipes in the wall,Plumbing,42,37,in_progress,busy,19
1,Electric conduits in the floor,Electricity,0,51,completed,available,65
1,Electric conduits in the wall,Electricity,0,41,completed,available,65
1,Floor tiling,Tiling,0,62,completed,busy,65
1,Gravel base layer,Gravel,0,34,completed,available,65
1,Partition phase 1,Partition,0,55,completed,busy,65
1,Partition phase 2,Partition,0,51,completed,busy,65
1,Partition phase 3,Partition,0,32,completed,busy,65
1,Pipes in the floor,Plumbing,0,69,completed,available,65
1,Pipes in the wall,Plumbing,0,37,completed,available,65
2,Partition phase 1,Partition,530,55,in_progress,busy,19
1,Electric conduits in the floor,Electricity,0,51,completed,available,66
1,Electric conduits in the wall,Electricity,0,41,completed,available,66
1,Floor tiling,Tiling,0,62,completed,busy,66
1,Gravel base layer,Gravel,0,34,completed,available,66
1,Partition phase 1,Partition,0,55,completed,busy,66
1,Partition phase 2,Partition,0,51,completed,busy,66
1,Partition phase 3,Partition,0,32,completed,busy,66
1,Pipes in the floor,Plumbing,0,69,completed,available,66
1,Pipes in the wall,Plumbing,0,37,completed,available,66
4,Gravel base layer,Gravel,68,34,in_progress,busy,19
1,Electric conduits in the floor,Electricity,0,51,completed,available,67
1,Electric conduits in the wall,Electricity,0,41,completed,available,67
1,Floor tiling,Tiling,0,62,completed,busy,67
1,Gravel base layer,Gravel,0,34,completed,available,67
1,Partition phase 1,Partition,0,55,completed,busy,67
1,Partition phase 2,Partition,0,51,completed,busy,67
1,Partition phase 3,Partition,0,32,completed,busy,67
1,Pipes in the floor,Plumbing,0,69,completed,busy,67
1,Pipes in the wall,Plumbing,0,37,completed,busy,67
1,Wall tiling,Tiling,0,27,completed,busy,67
1,Electric conduits in the floor,Electricity,0,51,completed,available,68
1,Electric conduits in the wall,Electricity,0,41,completed,available,68
1,Floor tiling,Tiling,0,62,completed,busy,68
1,Gravel base layer,Gravel,0,34,completed,available,68
1,Partition phase 1,Partition,0,55,completed,busy,68
1,Partition phase 2,Partition,0,51,completed,busy,68
1,Partition phase 3,Partition,0,32,completed,busy,68
1,Pipes in the floor,Plumbing,0,69,completed,busy,68
1,Pipes in the wall,Plumbing,0,37,completed,busy,68
1,Wall tiling,Tiling,0,27,completed,busy,68
1,Electric conduits in the floor,Electricity,0,51,completed,available,69
1,Electric conduits in the wall,Electricity,0,41,completed,available,69
1,Floor tiling,Tiling,0,62,completed,busy,69
1,Gravel base layer,Gravel,0,34,completed,available,69
1,Partition phase 1,Partition,0,55,completed,busy,69
1,Partition phase 2,Partition,0,51,completed,busy,69
1,Partition phase 3,Partition,0,32,completed,busy,69
1,Pipes in the floor,Plumbing,0,69,completed,busy,69
1,Pipes in the wall,Plumbing,0,37,completed,busy,69
1,Wall tiling,Tiling,0,27,completed,busy,69
1,Electric conduits in the floor,Electricity,0,51,completed,available,70
1,Electric conduits in the wall,Electricity,0,41,completed,available,70
1,Floor tiling,Tiling,0,62,completed,busy,70
1,Gravel base layer,Gravel,0,34,completed,available,70
1,Partition phase 1,Partition,0,55,completed,busy,70
1,Partition phase 2,Partition,0,51,completed,busy,70
1,Partition phase 3,Partition,0,32,completed,busy,70
1,Pipes in the floor,Plumbing,0,69,completed,busy,70
1,Pipes in the wall,Plumbing,0,37,completed,busy,70
1,Wall tiling,Tiling,0,27,completed,busy,70
1,Electric conduits in the floor,Electricity,0,51,completed,available,71
1,Electric conduits in the wall,Electricity,0,41,completed,available,71
1,Floor tiling,Tiling,0,62,completed,busy,71
1,Gravel base layer,Gravel,0,34,completed,available,71
1,Partition phase 1,Partition,0,55,completed,busy,71
1,Partition phase 2,Partition,0,51,completed,busy,71
1,Partition phase 3,Partition,0,32,completed,busy,71
1,Pipes in the floor,Plumbing,0,69,completed,busy,71
1,Pipes in the wall,Plumbing,0,37,completed,busy,71
1,Wall tiling,Tiling,0,27,completed,busy,71
1,Electric conduits in the floor,Electricity,0,51,completed,available,72
1,Electric conduits in the wall,Electricity,0,41,completed,available,72
1,Floor tiling,Tiling,0,62,completed,busy,72
1,Gravel base layer,Gravel,0,34,completed,available,72
1,Partition phase 1,Partition,0,55,completed,busy,72
1,Partition phase 2,Partition,0,51,completed,busy,72
1,Partition phase 3,Partition,0,32,completed,busy,72
1,Pipes in the floor,Plumbing,0,69,completed,busy,72
1,Pipes in the wall,Plumbing,0,37,completed,busy,72
1,Wall tiling,Tiling,0,27,completed,busy,72
1,Electric conduits in the floor,Electricity,0,51,completed,available,73
1,Electric conduits in the wall,Electricity,0,41,completed,available,73
1,Floor tiling,Tiling,0,62,completed,busy,73
1,Gravel base layer,Gravel,0,34,completed,available,73
1,Partition phase 1,Partition,0,55,completed,busy,73
1,Partition phase 2,Partition,0,51,completed,busy,73
1,Partition phase 3,Partition,0,32,completed,busy,73
1,Pipes in the floor,Plumbing,0,69,completed,available,73
1,Pipes in the wall,Plumbing,0,37,completed,available,73
1,Wall tiling,Tiling,0,27,completed,busy,73
1,Electric conduits in the floor,Electricity,0,51,completed,available,74
1,Electric conduits in the wall,Electricity,0,41,completed,available,74
1,Floor tiling,Tiling,0,62,completed,busy,74
1,Gravel base layer,Gravel,0,34,completed,available,74
1,Partition phase 1,Partition,0,55,completed,busy,74
1,Partition phase 2,Partition,0,51,completed,busy,74
1,Partition phase 3,Partition,0,32,completed,busy,74
1,Pipes in the floor,Plumbing,0,69,completed,available,74
1,Pipes in the wall,Plumbing,0,37,completed,available,74
1,Wall tiling,Tiling,0,27,completed,busy,74
1,Electric conduits in the floor,Electricity,0,51,completed,available,75
1,Electric conduits in the wall,Electricity,0,41,completed,available,75
1,Floor tiling,Tiling,0,62,completed,busy,75
1,Gravel base layer,Gravel,0,34,completed,available,75
1,Partition phase 1,Partition,0,55,completed,busy,75
1,Partition phase 2,Partition,0,51,completed,busy,75
1,Partition phase 3,Partition,0,32,completed,busy,75
1,Pipes in the floor,Plumbing,0,69,completed,available,75
1,Pipes in the wall,Plumbing,0,37,completed,available,75
1,Wall tiling,Tiling,0,27,completed,busy,75
1,Electric conduits in the floor,Electricity,0,51,completed,available,76
1,Electric conduits in the wall,Electricity,0,41,completed,available,76
1,Floor tiling,Tiling,0,62,completed,busy,76
1,Gravel base layer,Gravel,0,34,completed,available,76
1,Partition phase 1,Partition,0,55,completed,busy,76
1,Partition phase 2,Partition,0,51,completed,busy,76
1,Partition phase 3,Partition,0,32,completed,busy,76
1,Pipes in the floor,Plumbing,0,69,completed,available,76
1,Pipes in the wall,Plumbing,0,37,completed,available,76
1,Wall tiling,Tiling,0,27,completed,busy,76
1,Electric conduits in the floor,Electricity,0,51,completed,available,77
1,Electric conduits in the wall,Electricity,0,41,completed,available,77
1,Floor tiling,Tiling,0,62,completed,busy,77
1,Gravel base layer,Gravel,0,34,completed,available,77
1,Partition phase 1,Partition,0,55,completed,busy,77
1,Partition phase 2,Partition,0,51,completed,busy,77
1,Partition phase 3,Partition,0,32,completed,busy,77
1,Pipes in the floor,Plumbing,0,69,completed,available,77
1,Pipes in the wall,Plumbing,0,37,completed,available,77
1,Wall tiling,Tiling,0,27,completed,busy,77
1,Electric conduits in the floor,Electricity,0,51,completed,available,78
1,Electric conduits in the wall,Electricity,0,41,completed,available,78
1,Floor tiling,Tiling,0,62,completed,busy,78
1,Gravel base layer,Gravel,0,34,completed,available,78
1,Partition phase 1,Partition,0,55,completed,busy,78
1,Partition phase 2,Partition,0,51,completed,busy,78
1,Partition phase 3,Partition,0,32,completed,busy,78
1,Pipes in the floor,Plumbing,0,69,completed,available,78
1,Pipes in the wall,Plumbing,0,37,completed,available,78
1,Wall tiling,Tiling,0,27,completed,busy,78
1,Electric conduits in the floor,Electricity,0,51,completed,available,79
1,Electric conduits in the wall,Electricity,0,41,completed,available,79
